Participant ID ,Session ID ,Study ID ,Session,Age ,Sex ,Handedness ,Highest level of Education/Training ,If ,If ,If ,q5,Date ,Time to complete the task ,Volume of Brain Removed ,LH Instrument Type ,RH Instrument Type ,Pathlength of LH instrument ,Pathlength of RH instrument ,Percentage of Tissue Removed 0 ,Percentage of Tissue Removed 1 ,Do you play a musical instrument? ,q9,q10,q11,q12,q13,q14,Date ,Time to complete the task ,Volume of Brain Removed ,LH Instrument Type ,RH Instrument Type ,Pathlength of LH instrument ,Pathlength of RH instrument ,Percentage of Tissue Removed 0 ,Percentage of Tissue Removed 1 
80379,409,ms424,1,26,Male,Right,Med School,4,,,Yes, 14-01-16,612.16,2.67838, Bipolar, SuctionCurved7Fr,4121.34,9708.42,6.22039,55.2547,No,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree, 14-01-16,612.16,2.67838, Bipolar, SuctionCurved7Fr,4121.34,9708.42,6.22039,55.2547
80379,410,ms424,2,26,Male,Right,Med School,4,,,Yes, 14-01-22,606.18,2.71225, Bipolar, SuctionCurved7Fr,4168.73,13551.1,6.29904,69.7552,No,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree, 14-01-22,606.18,2.71225, Bipolar, SuctionCurved7Fr,4168.73,13551.1,6.29904,69.7552
80379,408,ms424,3,26,Male,Right,Med School,4,,,Yes, 14-02-11,617.76,2.64554, Bipolar, SuctionCurved7Fr,5696.48,11709.5,6.1441,53.999,No,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree, 14-02-11,617.76,2.64554, Bipolar, SuctionCurved7Fr,5696.48,11709.5,6.1441,53.999
80380,404,ms425,1,30,Male,Left,Med School,,,,Yes, 14-01-16,614.459,2.60446, SuctionCurved7Fr, Bipolar,14295.9,4672.99,6.04871,61.3859,Yes,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree, 14-01-16,614.459,2.60446, SuctionCurved7Fr, Bipolar,14295.9,4672.99,6.04871,61.3859
80380,405,ms425,2,30,Male,Left,Med School,,,,Yes, 14-01-17,589.079,1.50124, SuctionCurved7Fr, Bipolar,9809.12,4062.06,3.48655,44.775,Yes,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree, 14-01-17,589.079,1.50124, SuctionCurved7Fr, Bipolar,9809.12,4062.06,3.48655,44.775
80380,406,ms425,3,30,Male,Left,Med School,,,,Yes, 14-01-21,605.08,2.69817, SuctionCurved7Fr, Bipolar,12817,4700.94,6.26635,68.4562,Yes,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree, 14-01-21,605.08,2.69817, SuctionCurved7Fr, Bipolar,12817,4700.94,6.26635,68.4562
80380,407,ms425,4,30,Male,Left,Med School,,,,Yes, 14-01-22,603.24,2.68719, SuctionCurved7Fr, Bipolar,7930.79,5291.72,6.24084,60.7187,Yes,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree, 14-01-22,603.24,2.68719, SuctionCurved7Fr, Bipolar,7930.79,5291.72,6.24084,60.7187
71276,144,nsr101,1,27,Male,Right,Intern/Resident ,,1,,No, 13-06-18,608.303,2.80306, SuctionCurved7Fr, Bipolar,8757.04,6870.47,6.50994,42.9869,Yes,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree, 13-06-18,608.303,2.80306, SuctionCurved7Fr, Bipolar,8757.04,6870.47,6.50994,42.9869
71276,153,nsr101,2,27,Male,Right,Intern/Resident ,,1,,No, 13-06-21,606.48,5.2822, SuctionCurved7Fr, Bipolar,15023.9,5792.73,12.2676,86.8795,Yes,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree, 13-06-21,606.48,5.2822, SuctionCurved7Fr, Bipolar,15023.9,5792.73,12.2676,86.8795
71276,182,nsr101,3,27,Male,Right,Intern/Resident ,,1,,No, 13-06-28,616.413,3.74438, SuctionCurved7Fr, Bipolar,16168.2,9238.49,8.69612,70.6007,Yes,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree, 13-06-28,616.413,3.74438, SuctionCurved7Fr, Bipolar,16168.2,9238.49,8.69612,70.6007
71450,158,nsr102,1,29,Female,Right,Intern/Resident ,,1,,Yes, 13-06-20,614.159,2.21825, SuctionCurved7Fr, Bipolar,9273.44,7370.65,5.15175,55.2233,Yes,Agree,Strongly agree,Strongly disagree,Agree,Agree,Neutral, 13-06-20,614.159,2.21825, SuctionCurved7Fr, Bipolar,9273.44,7370.65,5.15175,55.2233
71450,159,nsr102,2,29,Female,Right,Intern/Resident ,,1,,Yes, 13-06-22,606.32,3.34955, SuctionCurved7Fr, Bipolar,10251.3,6038.76,7.77913,81.5534,Yes,Agree,Strongly agree,Strongly disagree,Agree,Agree,Neutral, 13-06-22,606.32,3.34955, SuctionCurved7Fr, Bipolar,10251.3,6038.76,7.77913,81.5534
71450,180,nsr102,3,29,Female,Right,Intern/Resident ,,1,,Yes, 13-06-27,607.791,4.5245, Bipolar, SuctionCurved7Fr,5932.77,14887.9,10.5079,91.6591,Yes,Agree,Strongly agree,Strongly disagree,Agree,Agree,Neutral, 13-06-27,607.791,4.5245, Bipolar, SuctionCurved7Fr,5932.77,14887.9,10.5079,91.6591
71450,181,nsr102,4,29,Female,Right,Intern/Resident ,,1,,Yes, 13-06-29,567.481,3.21746, Bipolar, SuctionCurved7Fr,5637.01,13642.6,7.47237,79.4872,Yes,Agree,Strongly agree,Strongly disagree,Agree,Agree,Neutral, 13-06-29,567.481,3.21746, Bipolar, SuctionCurved7Fr,5637.01,13642.6,7.47237,79.4872
71289,142,nsr201,1,28,Male,Right,Intern/Resident ,,2,,No, 13-06-18,610.397,2.70695, SuctionCurved7Fr, Bipolar,8001.05,3453.67,6.28673,64.5239,No,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree, 13-06-18,610.397,2.70695, SuctionCurved7Fr, Bipolar,8001.05,3453.67,6.28673,64.5239
71289,143,nsr201,2,28,Male,Right,Intern/Resident ,,2,,No, 13-06-19,617.701,2.61167, SuctionCurved7Fr, Bipolar,8676.12,3873.06,6.06546,56.663,No,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree, 13-06-19,617.701,2.61167, SuctionCurved7Fr, Bipolar,8676.12,3873.06,6.06546,56.663
71289,157,nsr201,3,28,Male,Right,Intern/Resident ,,2,,No, 13-06-23,603.259,3.23255, Bipolar, SuctionCurved7Fr,4830.98,10027.8,7.5074,73.2575,No,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree, 13-06-23,603.259,3.23255, Bipolar, SuctionCurved7Fr,4830.98,10027.8,7.5074,73.2575
71289,169,nsr201,4,28,Male,Right,Intern/Resident ,,2,,No, 13-06-25,573.661,1.61351, Bipolar, SuctionCurved7Fr,5980.38,6057.67,3.74728,25.3567,No,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree, 13-06-25,573.661,1.61351, Bipolar, SuctionCurved7Fr,5980.38,6057.67,3.74728,25.3567
71523,154,nsr202,1,29,Male,Ambidextrous,Intern/Resident ,,2,,Yes, 13-06-20,608.401,1.30466, SuctionCurved7Fr, Bipolar,7598.4,2990.3,3.03,54.3768,No,Agree,Agree,Disagree,Neutral,Agree,Agree, 13-06-20,608.401,1.30466, SuctionCurved7Fr, Bipolar,7598.4,2990.3,3.03,54.3768
71523,155,nsr202,2,29,Male,Ambidextrous,Intern/Resident ,,2,,Yes, 13-06-22,605.761,2.15625, SuctionCurved7Fr, Bipolar,9553.99,3752.99,5.00777,43.1769,No,Agree,Agree,Disagree,Neutral,Agree,Agree, 13-06-22,605.761,2.15625, SuctionCurved7Fr, Bipolar,9553.99,3752.99,5.00777,43.1769
71523,156,nsr202,3,29,Male,Ambidextrous,Intern/Resident ,,2,,Yes, 13-06-23,610.293,3.67702, SuctionCurved7Fr, Bipolar,10232.5,4090.91,8.53968,24.3789,No,Agree,Agree,Disagree,Neutral,Agree,Agree, 13-06-23,610.293,3.67702, SuctionCurved7Fr, Bipolar,10232.5,4090.91,8.53968,24.3789
71523,179,nsr202,4,29,Male,Ambidextrous,Intern/Resident ,,2,,Yes, 13-06-28,629.762,4.44489, Bipolar, SuctionCurved7Fr,3964.75,18999.1,10.323,72.8221,No,Agree,Agree,Disagree,Neutral,Agree,Agree, 13-06-28,629.762,4.44489, Bipolar, SuctionCurved7Fr,3964.75,18999.1,10.323,72.8221
71275,145,nsr301,1,29,Male,Right,Med School,,,,, 13-06-18,616.639,3.65779, SuctionCurved7Fr, Bipolar,10084.7,8466.88,8.495,47.4738,No,Agree,Strongly agree,Neutral,Agree,Agree,Neutral, 13-06-18,616.639,3.65779, SuctionCurved7Fr, Bipolar,10084.7,8466.88,8.495,47.4738
71275,168,nsr301,2,29,Male,Right,Med School,,,,, 13-06-24,599.221,5.68477, SuctionCurved7Fr, Bipolar,16414.2,2866.9,13.2026,84.5028,No,Agree,Strongly agree,Neutral,Agree,Agree,Neutral, 13-06-24,599.221,5.68477, SuctionCurved7Fr, Bipolar,16414.2,2866.9,13.2026,84.5028
71275,183,nsr301,3,29,Male,Right,Med School,,,,, 13-06-27,503.02,3.33949, Bipolar, SuctionCurved7Fr,6212.81,15213.3,7.75577,68.5638,No,Agree,Strongly agree,Neutral,Agree,Agree,Neutral, 13-06-27,503.02,3.33949, Bipolar, SuctionCurved7Fr,6212.81,15213.3,7.75577,68.5638
71275,186,nsr301,4,29,Male,Right,Med School,,,,, 13-06-27,503.02,3.33949, Bipolar, SuctionCurved7Fr,6212.81,15213.3,7.75577,68.5638,No,Agree,Strongly agree,Neutral,Agree,Agree,Neutral, 13-06-27,503.02,3.33949, Bipolar, SuctionCurved7Fr,6212.81,15213.3,7.75577,68.5638
71569,161,nsr302,1,37,Female,Right,Intern/Resident ,,3,,No, 13-06-24,647.322,1.7322, SuctionCurved7Fr, Bipolar,7028.36,6657.75,4.02294,9.0075,No,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly agree, 13-06-24,647.322,1.7322, SuctionCurved7Fr, Bipolar,7028.36,6657.75,4.02294,9.0075
71569,166,nsr302,2,37,Female,Right,Intern/Resident ,,3,,No, 13-06-25,652.56,6.40575, Bipolar, SuctionCurved7Fr,9139.52,27565,14.877,97.2951,No,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly agree, 13-06-25,652.56,6.40575, Bipolar, SuctionCurved7Fr,9139.52,27565,14.877,97.2951
71841,170,nsr401,1,31,Male,Right,Intern/Resident ,,4,,Yes, 13-06-24,685.316,8.2168, SuctionCurved7Fr, Bipolar,17085.9,3329.06,19.083,97.9525,No,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree, 13-06-24,685.316,8.2168, SuctionCurved7Fr, Bipolar,17085.9,3329.06,19.083,97.9525
71841,171,nsr401,2,31,Male,Right,Intern/Resident ,,4,,Yes, 13-06-25,579.441,2.67627, SuctionCurved7Fr, Bipolar,12522.5,6442.77,6.21549,71.3607,No,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree, 13-06-25,579.441,2.67627, SuctionCurved7Fr, Bipolar,12522.5,6442.77,6.21549,71.3607
71841,172,nsr401,3,31,Male,Right,Intern/Resident ,,4,,Yes, 13-06-27,642.338,1.69654, Bipolar, SuctionCurved7Fr,1913.59,7363.29,3.94011,37.7295,No,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree, 13-06-27,642.338,1.69654, Bipolar, SuctionCurved7Fr,1913.59,7363.29,3.94011,37.7295
71841,173,nsr401,4,31,Male,Right,Intern/Resident ,,4,,Yes, 13-06-28,622.019,0.982391, Bipolar, SuctionCurved7Fr,6202.59,6718.48,2.28155,31.9472,No,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree, 13-06-28,622.019,0.982391, Bipolar, SuctionCurved7Fr,6202.59,6718.48,2.28155,31.9472
71576,160,nsr402n,1,43,Male,Left,Intern/Resident ,,4,,Yes, 13-06-24,616.66,2.48057, SuctionCurved7Fr, Bipolar,8511.49,5311.78,5.76098,12.0695,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree, 13-06-24,616.66,2.48057, SuctionCurved7Fr, Bipolar,8511.49,5311.78,5.76098,12.0695
69091,149,NSR601,1,30,Male,Right,Intern/Resident ,,6,,Yes, 13-05-03,608.295,1.61105, SuctionCurved7Fr, Bipolar,6394.25,5460.15,3.74156,46.8198,No,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree, 13-05-03,608.295,1.61105, SuctionCurved7Fr, Bipolar,6394.25,5460.15,3.74156,46.8198
69091,16,NSR601,2,30,Male,Right,Intern/Resident ,,6,,Yes, 13-05-03,608.295,1.61105, SuctionCurved7Fr, Bipolar,6394.25,5460.15,3.74156,46.8198,No,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree, 13-05-03,608.295,1.61105, SuctionCurved7Fr, Bipolar,6394.25,5460.15,3.74156,46.8198
69091,140,NSR601,3,30,Male,Right,Intern/Resident ,,6,,Yes, 13-05-03,608.295,1.61105, SuctionCurved7Fr, Bipolar,6394.25,5460.15,3.74156,46.8198,No,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree, 13-05-03,608.295,1.61105, SuctionCurved7Fr, Bipolar,6394.25,5460.15,3.74156,46.8198
69091,148,NSR601,4,30,Male,Right,Intern/Resident ,,6,,Yes, 13-06-18,358.697,3.53885, SuctionCurved7Fr, Bipolar,10519.1,1926.08,8.21878,77.2113,No,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree, 13-06-18,358.697,3.53885, SuctionCurved7Fr, Bipolar,10519.1,1926.08,8.21878,77.2113
71547,162,nsr601n,1,31,Male,Right,Intern/Resident ,,7,,Yes, 13-06-24,593.673,1.73646, SuctionCurved7Fr, Bipolar,9953.22,4664.3,4.03282,58.5468,Yes,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree, 13-06-24,593.673,1.73646, SuctionCurved7Fr, Bipolar,9953.22,4664.3,4.03282,58.5468
71547,177,nsr601n,2,31,Male,Right,Intern/Resident ,,7,,Yes, 13-06-26,551.52,1.81767, SuctionCurved7Fr, Bipolar,9878.97,3088.59,4.22144,61.71,Yes,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree, 13-06-26,551.52,1.81767, SuctionCurved7Fr, Bipolar,9878.97,3088.59,4.22144,61.71
71547,185,nsr601n,3,31,Male,Right,Intern/Resident ,,7,,Yes, 13-06-27,571.574,2.26309, Bipolar, SuctionCurved7Fr,5319.87,12831.2,5.25588,66.4822,Yes,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree, 13-06-27,571.574,2.26309, Bipolar, SuctionCurved7Fr,5319.87,12831.2,5.25588,66.4822
71547,178,nsr601n,4,31,Male,Right,Intern/Resident ,,7,,Yes, 13-06-27,571.574,2.26309, Bipolar, SuctionCurved7Fr,5319.87,12831.2,5.25588,66.4822,Yes,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree, 13-06-27,571.574,2.26309, Bipolar, SuctionCurved7Fr,5319.87,12831.2,5.25588,66.4822
71525,151,nsr602n,1,32,Female,Right,Intern/Resident ,,7,,Yes, 13-06-22,580.858,0.80548, SuctionCurved7Fr, Bipolar,6037.32,6195.89,1.87068,20.7021,Yes,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree, 13-06-22,580.858,0.80548, SuctionCurved7Fr, Bipolar,6037.32,6195.89,1.87068,20.7021
71525,152,nsr602n,2,32,Female,Right,Intern/Resident ,,7,,Yes, 13-06-23,603.76,1.02584, SuctionCurved7Fr, Bipolar,8189.46,6130.28,2.38245,27.9187,Yes,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree, 13-06-23,603.76,1.02584, SuctionCurved7Fr, Bipolar,8189.46,6130.28,2.38245,27.9187
71525,164,nsr602n,3,32,Female,Right,Intern/Resident ,,7,,Yes, 13-06-25,626.161,5.02609, SuctionCurved7Fr, Bipolar,14122.5,2244.58,11.6728,98.2796,Yes,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree, 13-06-25,626.161,5.02609, SuctionCurved7Fr, Bipolar,14122.5,2244.58,11.6728,98.2796
71525,167,nsr602n,4,32,Female,Right,Intern/Resident ,,7,,Yes, 13-06-25,626.161,5.02609, SuctionCurved7Fr, Bipolar,14122.5,2244.58,11.6728,98.2796,Yes,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree, 13-06-25,626.161,5.02609, SuctionCurved7Fr, Bipolar,14122.5,2244.58,11.6728,98.2796
70092,79,nsr701,1,40,Female,Right,Intern/Resident ,2006,7,,No, 13-05-23,621.263,2.53758, SuctionCurved7Fr, Bipolar,6988.36,6007.2,5.89338,58.7904,Yes,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree, 13-05-23,621.263,2.53758, SuctionCurved7Fr, Bipolar,6988.36,6007.2,5.89338,58.7904
70092,136,nsr701,2,40,Female,Right,Intern/Resident ,2006,7,,No, 13-05-29,615.923,3.36791, SuctionCurved7Fr, Bipolar,8163.3,6890.44,7.82177,70.5611,Yes,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree, 13-05-29,615.923,3.36791, SuctionCurved7Fr, Bipolar,8163.3,6890.44,7.82177,70.5611
70092,146,nsr701,3,40,Female,Right,Intern/Resident ,2006,7,,No, 13-05-29,615.923,3.36791, SuctionCurved7Fr, Bipolar,8163.3,6890.44,7.82177,70.5611,Yes,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree, 13-05-29,615.923,3.36791, SuctionCurved7Fr, Bipolar,8163.3,6890.44,7.82177,70.5611
70092,141,nsr701,4,40,Female,Right,Intern/Resident ,2006,7,,No, 13-05-29,615.923,3.36791, SuctionCurved7Fr, Bipolar,8163.3,6890.44,7.82177,70.5611,Yes,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree, 13-05-29,615.923,3.36791, SuctionCurved7Fr, Bipolar,8163.3,6890.44,7.82177,70.5611
